Photo_ID,Original_ID,Serial_number,filename,width,height,resolutions,Catalogue_number,Accepted Name,Genus,Species,Abbreviation,Subspecific Taxon Text,Authorship,Verification Status
177,636748_00,636748,177.jpg,2560,2048,2560_2048,K:MSB-000636748,Cymbidium bicolor subsp. pubescens,Cymbidium,bicolor,subsp.,pubescens,(Lindl.) Du Puy & P.J.Cribb,Verified by Kew
178,636748_01,636748,178.jpg,2560,2048,2560_2048,K:MSB-000636748,Cymbidium bicolor subsp. pubescens,Cymbidium,bicolor,subsp.,pubescens,(Lindl.) Du Puy & P.J.Cribb,Verified by Kew
179,636748_03,636748,179.jpg,2560,1994,2560_1994,K:MSB-000636748,Cymbidium bicolor subsp. pubescens,Cymbidium,bicolor,subsp.,pubescens,(Lindl.) Du Puy & P.J.Cribb,Verified by Kew
180,642408_00,642408,180.jpg,2560,2048,2560_2048,K:MSB-000642408,Cymbidium bicolor,Cymbidium,bicolor,,,Lindl.,Verified by Kew
181,642408_01,642408,181.jpg,2560,2048,2560_2048,K:MSB-000642408,Cymbidium bicolor,Cymbidium,bicolor,,,Lindl.,Verified by Kew
182,642408_02,642408,182.jpg,2560,2048,2560_2048,K:MSB-000642408,Cymbidium bicolor,Cymbidium,bicolor,,,Lindl.,Verified by Kew
183,642408_03,642408,183.jpg,2560,2048,2560_2048,K:MSB-000642408,Cymbidium bicolor,Cymbidium,bicolor,,,Lindl.,Verified by Kew
184,652339_00,652339,184.jpg,2560,2048,2560_2048,K:MSB-000652339,Ansellia africana,Ansellia,africana,,,Lindl.,Verified by Kew
185,652339_01,652339,185.jpg,2560,2048,2560_2048,K:MSB-000652339,Ansellia africana,Ansellia,africana,,,Lindl.,Verified by Kew
186,652339_02,652339,186.jpg,2560,2048,2560_2048,K:MSB-000652339,Ansellia africana,Ansellia,africana,,,Lindl.,Verified by Kew
187,652339_03,652339,187.jpg,2560,2048,2560_2048,K:MSB-000652339,Ansellia africana,Ansellia,africana,,,Lindl.,Verified by Kew
188,661735_01,661735,188.jpg,2560,1988,2560_1988,K:MSB-000661735,Dendrobium moschatum,Dendrobium,moschatum,,,(Banks) Sw.,Verified by Kew
189,661735_02,661735,189.jpg,2560,1994,2560_1994,K:MSB-000661735,Dendrobium moschatum,Dendrobium,moschatum,,,(Banks) Sw.,Verified by Kew
190,661735_03,661735,190.jpg,2560,1982,2560_1982,K:MSB-000661735,Dendrobium moschatum,Dendrobium,moschatum,,,(Banks) Sw.,Verified by Kew
191,663625_00,663625,191.jpg,2560,2048,2560_2048,K:MSB-000663625,Laelia rubescens,Laelia,rubescens,,,Lindl.,Verified by Kew
192,663625_01,663625,192.jpg,2560,2048,2560_2048,K:MSB-000663625,Laelia rubescens,Laelia,rubescens,,,Lindl.,Verified by Kew
193,663625_02,663625,193.jpg,2560,2048,2560_2048,K:MSB-000663625,Laelia rubescens,Laelia,rubescens,,,Lindl.,Verified by Kew
194,663625_03,663625,194.jpg,2560,2048,2560_2048,K:MSB-000663625,Laelia rubescens,Laelia,rubescens,,,Lindl.,Verified by Kew
195,432098_00,432098,195.jpg,2560,2048,2560_2048,K:MSB-000432098,Barkeria melanocaulon,Barkeria,melanocaulon,,,A.Rich. & Galeotti,Verified by Kew
196,432098_01,432098,196.jpg,2560,2048,2560_2048,K:MSB-000432098,Barkeria melanocaulon,Barkeria,melanocaulon,,,A.Rich. & Galeotti,Verified by Kew
197,432098_02,432098,197.jpg,2560,2048,2560_2048,K:MSB-000432098,Barkeria melanocaulon,Barkeria,melanocaulon,,,A.Rich. & Galeotti,Verified by Kew
198,432098_03,432098,198.jpg,2560,2048,2560_2048,K:MSB-000432098,Barkeria melanocaulon,Barkeria,melanocaulon,,,A.Rich. & Galeotti,Verified by Kew
199,705246_0,705246,199.jpg,2560,2048,2560_2048,K:MSB-000705246,Angraecum eburneum subsp. giryamae,Angraecum,eburneum,subsp.,giryamae,(Rendle) Senghas & P.J.Cribb,Verified by Kew
200,747473_00,747473,200.jpg,2560,2048,2560_2048,K:MSB-000747473,Bulbophyllum falcatum,Bulbophyllum,falcatum,,,(Lindl.) Rchb.f.,Verified by Kew
201,747473_01,747473,201.jpg,2560,2048,2560_2048,K:MSB-000747473,Bulbophyllum falcatum,Bulbophyllum,falcatum,,,(Lindl.) Rchb.f.,Verified by Kew
202,747473_02,747473,202.jpg,2560,2048,2560_2048,K:MSB-000747473,Bulbophyllum falcatum,Bulbophyllum,falcatum,,,(Lindl.) Rchb.f.,Verified by Kew
203,747473_03,747473,203.jpg,2560,2048,2560_2048,K:MSB-000747473,Bulbophyllum falcatum,Bulbophyllum,falcatum,,,(Lindl.) Rchb.f.,Verified by Kew
204,738527_00,738527,204.jpg,2560,2048,2560_2048,K:MSB-000738527,Eria rostriflora,Eria,rostriflora,,,Rchb.f.,Verified by Kew
205,738527_01,738527,205.jpg,2560,2048,2560_2048,K:MSB-000738527,Eria rostriflora,Eria,rostriflora,,,Rchb.f.,Verified by Kew
206,738527_02,738527,206.jpg,2560,2048,2560_2048,K:MSB-000738527,Eria rostriflora,Eria,rostriflora,,,Rchb.f.,Verified by Kew
207,738527_03,738527,207.jpg,2560,2048,2560_2048,K:MSB-000738527,Eria rostriflora,Eria,rostriflora,,,Rchb.f.,Verified by Kew
208,755517_00,755517,208.jpg,2560,2048,2560_2048,K:MSB-000755517,Leptotes unicolor,Leptotes,unicolor,,,Barb.Rodr.,Verified by Kew
209,755517_01,755517,209.jpg,2560,2048,2560_2048,K:MSB-000755517,Leptotes unicolor,Leptotes,unicolor,,,Barb.Rodr.,Verified by Kew
210,739535_01,739535,210.jpg,2560,2048,2560_2048,K:MSB-000739535,Maxillaria rufescens,Maxillaria,rufescens,,,Lindl.,Verified by Kew
211,739535_02,739535,211.jpg,2560,2048,2560_2048,K:MSB-000739535,Maxillaria rufescens,Maxillaria,rufescens,,,Lindl.,Verified by Kew
212,739535_03,739535,212.jpg,2560,2048,2560_2048,K:MSB-000739535,Maxillaria rufescens,Maxillaria,rufescens,,,Lindl.,Verified by Kew
213,739535_04,739535,213.jpg,2560,2048,2560_2048,K:MSB-000739535,Maxillaria rufescens,Maxillaria,rufescens,,,Lindl.,Verified by Kew
214,739535_05,739535,214.jpg,2560,2048,2560_2048,K:MSB-000739535,Maxillaria rufescens,Maxillaria,rufescens,,,Lindl.,Verified by Kew
215,739535_06,739535,215.jpg,2560,2048,2560_2048,K:MSB-000739535,Maxillaria rufescens,Maxillaria,rufescens,,,Lindl.,Verified by Kew
216,739535_07,739535,216.jpg,2560,2048,2560_2048,K:MSB-000739535,Maxillaria rufescens,Maxillaria,rufescens,,,Lindl.,Verified by Kew
217,739535_08,739535,217.jpg,2560,2048,2560_2048,K:MSB-000739535,Maxillaria rufescens,Maxillaria,rufescens,,,Lindl.,Verified by Kew
218,791063_00,791063,218.jpg,2560,2048,2560_2048,K:MSB-000791063,Angraecum eburneum subsp. superbum,Angraecum,eburneum,subsp.,superbum,(Thouars) H.Perrier,Verified by Kew
219,791063_01,791063,219.jpg,2560,2048,2560_2048,K:MSB-000791063,Angraecum eburneum subsp. superbum,Angraecum,eburneum,subsp.,superbum,(Thouars) H.Perrier,Verified by Kew
220,791063_02,791063,220.jpg,2560,2048,2560_2048,K:MSB-000791063,Angraecum eburneum subsp. superbum,Angraecum,eburneum,subsp.,superbum,(Thouars) H.Perrier,Verified by Kew
221,791063_03,791063,221.jpg,2560,2048,2560_2048,K:MSB-000791063,Angraecum eburneum subsp. superbum,Angraecum,eburneum,subsp.,superbum,(Thouars) H.Perrier,Verified by Kew
222,784720_00,784720,222.jpg,2560,2048,2560_2048,K:MSB-000784720,Epidendrum secundum,Epidendrum,secundum,,,Jacq.,Verified by Kew
223,784720_01,784720,223.jpg,2560,2048,2560_2048,K:MSB-000784720,Epidendrum secundum,Epidendrum,secundum,,,Jacq.,Verified by Kew
224,784720_02,784720,224.jpg,2560,2048,2560_2048,K:MSB-000784720,Epidendrum secundum,Epidendrum,secundum,,,Jacq.,Verified by Kew
225,784720_03,784720,225.jpg,2560,2048,2560_2048,K:MSB-000784720,Epidendrum secundum,Epidendrum,secundum,,,Jacq.,Verified by Kew
226,791144_01,791144,226.jpg,2560,2048,2560_2048,K:MSB-000791144,Jumellea confusa,Jumellea,confusa,,,(Schltr.) Schltr.,Verified by Kew
227,791144_02,791144,227.jpg,2560,2048,2560_2048,K:MSB-000791144,Jumellea confusa,Jumellea,confusa,,,(Schltr.) Schltr.,Verified by Kew
228,791144_03,791144,228.jpg,2560,2048,2560_2048,K:MSB-000791144,Jumellea confusa,Jumellea,confusa,,,(Schltr.) Schltr.,Verified by Kew
229,791144_04,791144,229.jpg,2560,2048,2560_2048,K:MSB-000791144,Jumellea confusa,Jumellea,confusa,,,(Schltr.) Schltr.,Verified by Kew
230,791144_05,791144,230.jpg,2560,2048,2560_2048,K:MSB-000791144,Jumellea confusa,Jumellea,confusa,,,(Schltr.) Schltr.,Verified by Kew
231,791144_06,791144,231.jpg,2560,2048,2560_2048,K:MSB-000791144,Jumellea confusa,Jumellea,confusa,,,(Schltr.) Schltr.,Verified by Kew
232,814287_00,814287,232.jpg,2560,2048,2560_2048,K:MSB-000814287,Oeonia,Oeonia,,,,Lindl.,Identification by collector unverified
233,814287_01,814287,233.jpg,2560,2048,2560_2048,K:MSB-000814287,Oeonia,Oeonia,,,,Lindl.,Identification by collector unverified
234,814287_02,814287,234.jpg,2560,2048,2560_2048,K:MSB-000814287,Oeonia,Oeonia,,,,Lindl.,Identification by collector unverified
235,814450_00,814450,235.jpg,2560,2048,2560_2048,K:MSB-000814450,Bulbophyllum sulfureum,Bulbophyllum,sulfureum,,,Schltr.,Field identification by specialist verified
236,814450_01,814450,236.jpg,2560,2048,2560_2048,K:MSB-000814450,Bulbophyllum sulfureum,Bulbophyllum,sulfureum,,,Schltr.,Field identification by specialist verified
237,814450_02,814450,237.jpg,2560,2048,2560_2048,K:MSB-000814450,Bulbophyllum sulfureum,Bulbophyllum,sulfureum,,,Schltr.,Field identification by specialist verified
238,814335_00,814335,238.jpg,2560,2048,2560_2048,K:MSB-000814335,Eulophia roempleriana,Eulophia,roempleriana,,,(Rchb.f.) M.W.Chase & Schuit.,Verified by other institution
239,814335_01,814335,239.jpg,2560,2048,2560_2048,K:MSB-000814335,Eulophia roempleriana,Eulophia,roempleriana,,,(Rchb.f.) M.W.Chase & Schuit.,Verified by other institution
240,814335_02,814335,240.jpg,2560,2048,2560_2048,K:MSB-000814335,Eulophia roempleriana,Eulophia,roempleriana,,,(Rchb.f.) M.W.Chase & Schuit.,Verified by other institution
241,814324_00,814324,241.jpg,2560,2048,2560_2048,K:MSB-000814324,Bulbophyllum peyrotii,Bulbophyllum,peyrotii,,,Bosser,Field identification by specialist verified
242,814324_01,814324,242.jpg,2560,2048,2560_2048,K:MSB-000814324,Bulbophyllum peyrotii,Bulbophyllum,peyrotii,,,Bosser,Field identification by specialist verified
243,814427_00,814427,243.jpg,2560,2048,2560_2048,K:MSB-000814427,Bulbophyllum nitens,Bulbophyllum,nitens,,,Jum. & H.Perrier,Field identification by specialist verified
244,814427_01,814427,244.jpg,2560,2048,2560_2048,K:MSB-000814427,Bulbophyllum nitens,Bulbophyllum,nitens,,,Jum. & H.Perrier,Field identification by specialist verified
245,814427_02,814427,245.jpg,2560,2048,2560_2048,K:MSB-000814427,Bulbophyllum nitens,Bulbophyllum,nitens,,,Jum. & H.Perrier,Field identification by specialist verified
246,814379_00,814379,246.jpg,2560,2048,2560_2048,K:MSB-000814379,Bulbophyllum elliotii,Bulbophyllum,elliotii,,,Rolfe,Field identification by specialist verified
247,814379_01,814379,247.jpg,2560,2048,2560_2048,K:MSB-000814379,Bulbophyllum elliotii,Bulbophyllum,elliotii,,,Rolfe,Field identification by specialist verified
248,814379_02,814379,248.jpg,2560,2048,2560_2048,K:MSB-000814379,Bulbophyllum elliotii,Bulbophyllum,elliotii,,,Rolfe,Field identification by specialist verified
249,814313_00,814313,249.jpg,2560,2048,2560_2048,K:MSB-000814313,Angraecum calceolus,Angraecum,calceolus,,,Thouars,Field identification by specialist verified
250,814313_01,814313,250.jpg,2560,2048,2560_2048,K:MSB-000814313,Angraecum calceolus,Angraecum,calceolus,,,Thouars,Field identification by specialist verified
251,814313_02,814313,251.jpg,2560,2048,2560_2048,K:MSB-000814313,Angraecum calceolus,Angraecum,calceolus,,,Thouars,Field identification by specialist verified
252,814313_03,814313,252.jpg,2560,2048,2560_2048,K:MSB-000814313,Angraecum calceolus,Angraecum,calceolus,,,Thouars,Field identification by specialist verified
253,814494_00,814494,253.jpg,2560,2048,2560_2048,K:MSB-000814494,Angraecum,Angraecum,,,,Bory,Provisional identification
254,814494_01,814494,254.jpg,2560,2048,2560_2048,K:MSB-000814494,Angraecum,Angraecum,,,,Bory,Provisional identification
255,814508_00,814508,255.jpg,2560,2048,2560_2048,K:MSB-000814508,Aeranthes setipes,Aeranthes,setipes,,,Schltr.,Verified by other institution
256,814508_01,814508,256.jpg,2560,2048,2560_2048,K:MSB-000814508,Aeranthes setipes,Aeranthes,setipes,,,Schltr.,Verified by other institution
257,814508_02,814508,257.jpg,2560,2048,2560_2048,K:MSB-000814508,Aeranthes setipes,Aeranthes,setipes,,,Schltr.,Verified by other institution
258,814519_00,814519,258.jpg,2560,2048,2560_2048,K:MSB-000814519,Aeranthes caudata,Aeranthes,caudata,,,Rolfe,Provisional identification
259,814519_01,814519,259.jpg,2560,2048,2560_2048,K:MSB-000814519,Aeranthes caudata,Aeranthes,caudata,,,Rolfe,Provisional identification
260,814519_02,814519,260.jpg,2560,2048,2560_2048,K:MSB-000814519,Aeranthes caudata,Aeranthes,caudata,,,Rolfe,Provisional identification
261,794547_00,794547,261.jpg,2560,2048,2560_2048,K:MSB-000794547,Bulbophyllum,Bulbophyllum,,,,Thouars,Provisional identification
262,794547_01,794547,262.jpg,2560,2048,2560_2048,K:MSB-000794547,Bulbophyllum,Bulbophyllum,,,,Thouars,Provisional identification
263,793920_00,793920,263.jpg,2560,2048,2560_2048,K:MSB-000793920,Acampe pachyglossa,Acampe,pachyglossa,,,Rchb.f.,Verified by other institution
264,793920_01,793920,264.jpg,2560,2048,2560_2048,K:MSB-000793920,Acampe pachyglossa,Acampe,pachyglossa,,,Rchb.f.,Verified by other institution
265,793920_02,793920,265.jpg,2560,2048,2560_2048,K:MSB-000793920,Acampe pachyglossa,Acampe,pachyglossa,,,Rchb.f.,Verified by other institution
266,783284_00,783284,266.jpg,2560,2048,2560_2048,K:MSB-000783284,Polystachya concreta,Polystachya,concreta,,,(Jacq.) Garay & H.R.Sweet,Verified by other institution
267,783284_01,783284,267.jpg,2560,2048,2560_2048,K:MSB-000783284,Polystachya concreta,Polystachya,concreta,,,(Jacq.) Garay & H.R.Sweet,Verified by other institution
268,783284_02,783284,268.jpg,2560,2048,2560_2048,K:MSB-000783284,Polystachya concreta,Polystachya,concreta,,,(Jacq.) Garay & H.R.Sweet,Verified by other institution
269,783284_03,783284,269.jpg,2560,2048,2560_2048,K:MSB-000783284,Polystachya concreta,Polystachya,concreta,,,(Jacq.) Garay & H.R.Sweet,Verified by other institution
270,791144_00,791144,270.jpg,2560,2048,2560_2048,K:MSB-000791144,Jumellea confusa,Jumellea,confusa,,,(Schltr.) Schltr.,Verified by Kew
271,791144_01,791144,271.jpg,2560,2048,2560_2048,K:MSB-000791144,Jumellea confusa,Jumellea,confusa,,,(Schltr.) Schltr.,Verified by Kew
272,791144_02,791144,272.jpg,2560,2048,2560_2048,K:MSB-000791144,Jumellea confusa,Jumellea,confusa,,,(Schltr.) Schltr.,Verified by Kew
273,791144_03,791144,273.jpg,2560,2048,2560_2048,K:MSB-000791144,Jumellea confusa,Jumellea,confusa,,,(Schltr.) Schltr.,Verified by Kew
274,323998_00,323998,274.jpg,2560,2048,2560_2048,K:MSB-000323998,Epidendrum difforme,Epidendrum,difforme,,,Jacq.,Identification by collector unverified
275,323998_01,323998,275.jpg,2560,2048,2560_2048,K:MSB-000323998,Epidendrum difforme,Epidendrum,difforme,,,Jacq.,Identification by collector unverified
276,323998_02,323998,276.jpg,2560,2048,2560_2048,K:MSB-000323998,Epidendrum difforme,Epidendrum,difforme,,,Jacq.,Identification by collector unverified
277,666246_00,666246,277.jpg,2560,2048,2560_2048,K:MSB-000666246,Angraecum eburneum subsp. giryamae,Angraecum,eburneum,subsp.,giryamae,(Rendle) Senghas & P.J.Cribb,Verified by Kew
278,666246_01,666246,278.jpg,2560,2048,2560_2048,K:MSB-000666246,Angraecum eburneum subsp. giryamae,Angraecum,eburneum,subsp.,giryamae,(Rendle) Senghas & P.J.Cribb,Verified by Kew
279,666246_02,666246,279.jpg,2560,2048,2560_2048,K:MSB-000666246,Angraecum eburneum subsp. giryamae,Angraecum,eburneum,subsp.,giryamae,(Rendle) Senghas & P.J.Cribb,Verified by Kew
280,705246_00,705246,280.jpg,2560,2048,2560_2048,K:MSB-000705246,Angraecum eburneum subsp. giryamae,Angraecum,eburneum,subsp.,giryamae,(Rendle) Senghas & P.J.Cribb,Verified by Kew
281,705246_01,705246,281.jpg,2560,2048,2560_2048,K:MSB-000705246,Angraecum eburneum subsp. giryamae,Angraecum,eburneum,subsp.,giryamae,(Rendle) Senghas & P.J.Cribb,Verified by Kew
282,705246_02,705246,282.jpg,2560,2048,2560_2048,K:MSB-000705246,Angraecum eburneum subsp. giryamae,Angraecum,eburneum,subsp.,giryamae,(Rendle) Senghas & P.J.Cribb,Verified by Kew
285,747473_02,747473,285.jpg,2560,2048,2560_2048,K:MSB-000747473,Bulbophyllum falcatum,Bulbophyllum,falcatum,,,(Lindl.) Rchb.f.,Verified by Kew
286,747473_03,747473,286.jpg,2560,2048,2560_2048,K:MSB-000747473,Bulbophyllum falcatum,Bulbophyllum,falcatum,,,(Lindl.) Rchb.f.,Verified by Kew
287,738527_00,738527,287.jpg,2560,2048,2560_2048,K:MSB-000738527,Eria rostriflora,Eria,rostriflora,,,Rchb.f.,Verified by Kew
288,738527_01,738527,288.jpg,2560,2048,2560_2048,K:MSB-000738527,Eria rostriflora,Eria,rostriflora,,,Rchb.f.,Verified by Kew
289,738527_02,738527,289.jpg,2560,2048,2560_2048,K:MSB-000738527,Eria rostriflora,Eria,rostriflora,,,Rchb.f.,Verified by Kew
290,738527_03,738527,290.jpg,2560,2048,2560_2048,K:MSB-000738527,Eria rostriflora,Eria,rostriflora,,,Rchb.f.,Verified by Kew
291,739535_00,739535,291.jpg,2560,2048,2560_2048,K:MSB-000739535,Maxillaria rufescens,Maxillaria,rufescens,,,Lindl.,Verified by Kew
292,739535_01,739535,292.jpg,2560,2048,2560_2048,K:MSB-000739535,Maxillaria rufescens,Maxillaria,rufescens,,,Lindl.,Verified by Kew
293,739535_02,739535,293.jpg,2560,2048,2560_2048,K:MSB-000739535,Maxillaria rufescens,Maxillaria,rufescens,,,Lindl.,Verified by Kew
294,739535_03,739535,294.jpg,2560,2048,2560_2048,K:MSB-000739535,Maxillaria rufescens,Maxillaria,rufescens,,,Lindl.,Verified by Kew
295,739535_04,739535,295.jpg,2560,2048,2560_2048,K:MSB-000739535,Maxillaria rufescens,Maxillaria,rufescens,,,Lindl.,Verified by Kew
296,739535_05,739535,296.jpg,2560,2048,2560_2048,K:MSB-000739535,Maxillaria rufescens,Maxillaria,rufescens,,,Lindl.,Verified by Kew
297,461669_00,461669,297.jpg,2560,2048,2560_2048,K:MSB-000461669,Coelia bella,Coelia,bella,,,(Lem.) Rchb.f.,Verified by Kew
298,461669_01,461669,298.jpg,2560,2048,2560_2048,K:MSB-000461669,Coelia bella,Coelia,bella,,,(Lem.) Rchb.f.,Verified by Kew
299,461669_02,461669,299.jpg,2560,2048,2560_2048,K:MSB-000461669,Coelia bella,Coelia,bella,,,(Lem.) Rchb.f.,Verified by Kew
300,501312_00,501312,300.jpg,2560,2048,2560_2048,K:MSB-000501312,Dendrobium discolor,Dendrobium,discolor,,,Lindl.,Verified by Kew
301,501312_01,501312,301.jpg,2560,2048,2560_2048,K:MSB-000501312,Dendrobium discolor,Dendrobium,discolor,,,Lindl.,Verified by Kew
302,501312_02,501312,302.jpg,2560,2048,2560_2048,K:MSB-000501312,Dendrobium discolor,Dendrobium,discolor,,,Lindl.,Verified by Kew
303,494021_00,494021,303.jpg,2560,2048,2560_2048,K:MSB-000494021,Miltonia moreliana,Miltonia,moreliana,,,A.Rich.,Verified by Kew
304,494021_01,494021,304.jpg,2560,2048,2560_2048,K:MSB-000494021,Miltonia moreliana,Miltonia,moreliana,,,A.Rich.,Verified by Kew
305,494021_02,494021,305.jpg,2560,2048,2560_2048,K:MSB-000494021,Miltonia moreliana,Miltonia,moreliana,,,A.Rich.,Verified by Kew
306,494021_03,494021,306.jpg,2560,2048,2560_2048,K:MSB-000494021,Miltonia moreliana,Miltonia,moreliana,,,A.Rich.,Verified by Kew
307,494021_04,494021,307.jpg,2560,2048,2560_2048,K:MSB-000494021,Miltonia moreliana,Miltonia,moreliana,,,A.Rich.,Verified by Kew
308,581549_00,581549,308.jpg,2560,2048,2560_2048,K:MSB-000581549,Jumellea arachnantha,Jumellea,arachnantha,,,(Rchb.f.) Schltr.,Verified by Kew
309,581549_01,581549,309.jpg,2560,2048,2560_2048,K:MSB-000581549,Jumellea arachnantha,Jumellea,arachnantha,,,(Rchb.f.) Schltr.,Verified by Kew
310,581549_02,581549,310.jpg,2560,2048,2560_2048,K:MSB-000581549,Jumellea arachnantha,Jumellea,arachnantha,,,(Rchb.f.) Schltr.,Verified by Kew
311,581549_03,581549,311.jpg,2560,2048,2560_2048,K:MSB-000581549,Jumellea arachnantha,Jumellea,arachnantha,,,(Rchb.f.) Schltr.,Verified by Kew
312,581549_04,581549,312.jpg,2560,2048,2560_2048,K:MSB-000581549,Jumellea arachnantha,Jumellea,arachnantha,,,(Rchb.f.) Schltr.,Verified by Kew
313,581549_no husk_00,581549,313.jpg,2560,2048,2560_2048,K:MSB-000581549,Jumellea arachnantha,Jumellea,arachnantha,,,(Rchb.f.) Schltr.,Verified by Kew
314,581549_no husk_01,581549,314.jpg,2560,2048,2560_2048,K:MSB-000581549,Jumellea arachnantha,Jumellea,arachnantha,,,(Rchb.f.) Schltr.,Verified by Kew
315,581549_no husk_02,581549,315.jpg,2560,2048,2560_2048,K:MSB-000581549,Jumellea arachnantha,Jumellea,arachnantha,,,(Rchb.f.) Schltr.,Verified by Kew
316,581549_no husk_03,581549,316.jpg,2560,2048,2560_2048,K:MSB-000581549,Jumellea arachnantha,Jumellea,arachnantha,,,(Rchb.f.) Schltr.,Verified by Kew
317,581549_no husk_04,581549,317.jpg,2560,2048,2560_2048,K:MSB-000581549,Jumellea arachnantha,Jumellea,arachnantha,,,(Rchb.f.) Schltr.,Verified by Kew
318,581147_00,581147,318.jpg,2560,2048,2560_2048,K:MSB-000581147,Laelia rubescens,Laelia,rubescens,,,Lindl.,Verified by Kew
319,581147_01,581147,319.jpg,2560,2048,2560_2048,K:MSB-000581147,Laelia rubescens,Laelia,rubescens,,,Lindl.,Verified by Kew
320,532194_00,532194,320.jpg,2560,2048,2560_2048,K:MSB-000532194,Pleurothallis restrepioides,Pleurothallis,restrepioides,,,Lindl.,Verified by Kew
321,532194_01,532194,321.jpg,2560,2048,2560_2048,K:MSB-000532194,Pleurothallis restrepioides,Pleurothallis,restrepioides,,,Lindl.,Verified by Kew
322,532194_02,532194,322.jpg,2560,2048,2560_2048,K:MSB-000532194,Pleurothallis restrepioides,Pleurothallis,restrepioides,,,Lindl.,Verified by Kew
323,532194_03,532194,323.jpg,2560,2048,2560_2048,K:MSB-000532194,Pleurothallis restrepioides,Pleurothallis,restrepioides,,,Lindl.,Verified by Kew
324,532194_04,532194,324.jpg,2560,2048,2560_2048,K:MSB-000532194,Pleurothallis restrepioides,Pleurothallis,restrepioides,,,Lindl.,Verified by Kew
325,532194_05,532194,325.jpg,2560,2048,2560_2048,K:MSB-000532194,Pleurothallis restrepioides,Pleurothallis,restrepioides,,,Lindl.,Verified by Kew
326,559391_00,559391,326.jpg,2560,2048,2560_2048,K:MSB-000559391,Prosthechea cochleata,Prosthechea,cochleata,,,(L.) W.E.Higgins,Verified by Kew
327,559391_01,559391,327.jpg,2560,2048,2560_2048,K:MSB-000559391,Prosthechea cochleata,Prosthechea,cochleata,,,(L.) W.E.Higgins,Verified by Kew
328,559391_02,559391,328.jpg,2560,2048,2560_2048,K:MSB-000559391,Prosthechea cochleata,Prosthechea,cochleata,,,(L.) W.E.Higgins,Verified by Kew
329,559391_03,559391,329.jpg,2560,2048,2560_2048,K:MSB-000559391,Prosthechea cochleata,Prosthechea,cochleata,,,(L.) W.E.Higgins,Verified by Kew
330,613332_00,613332,330.jpg,2560,2048,2560_2048,K:MSB-000613332,Dendrobium plicatile,Dendrobium,plicatile,,,Lindl.,Verified by Kew
331,613332_01,613332,331.jpg,2560,2048,2560_2048,K:MSB-000613332,Dendrobium plicatile,Dendrobium,plicatile,,,Lindl.,Verified by Kew
332,613332_02,613332,332.jpg,2560,2048,2560_2048,K:MSB-000613332,Dendrobium plicatile,Dendrobium,plicatile,,,Lindl.,Verified by Kew
333,636830_00,636830,333.jpg,2560,2048,2560_2048,K:MSB-000636830,Chysis bractescens,Chysis,bractescens,,,Lindl.,Verified by Kew
334,636830_01,636830,334.jpg,2560,2048,2560_2048,K:MSB-000636830,Chysis bractescens,Chysis,bractescens,,,Lindl.,Verified by Kew
335,636807_00,636807,335.jpg,2560,2048,2560_2048,K:MSB-000636807,Lycaste cochleata,Lycaste,cochleata,,,Lindl.,Verified by Kew
336,636807_01,636807,336.jpg,2560,2048,2560_2048,K:MSB-000636807,Lycaste cochleata,Lycaste,cochleata,,,Lindl.,Verified by Kew
337,600352_00,600352,337.jpg,2560,2048,2560_2048,K:MSB-000600352,Polystachya galeata,Polystachya,galeata,,,(Sw.) Rchb.f.,Verified by Kew
338,600352_01,600352,338.jpg,2560,2048,2560_2048,K:MSB-000600352,Polystachya galeata,Polystachya,galeata,,,(Sw.) Rchb.f.,Verified by Kew
339,600352_02,600352,339.jpg,2560,2048,2560_2048,K:MSB-000600352,Polystachya galeata,Polystachya,galeata,,,(Sw.) Rchb.f.,Verified by Kew
340,600352_03,600352,340.jpg,2560,2048,2560_2048,K:MSB-000600352,Polystachya galeata,Polystachya,galeata,,,(Sw.) Rchb.f.,Verified by Kew
341,600329_00,600329,341.jpg,2560,2048,2560_2048,K:MSB-000600329,Sarcanthopsis hansemannii,Sarcanthopsis,hansemannii,,,(Kraenzl.) J.J.Wood & Ormerod,Verified by Kew
342,600329_01,600329,342.jpg,2560,2048,2560_2048,K:MSB-000600329,Sarcanthopsis hansemannii,Sarcanthopsis,hansemannii,,,(Kraenzl.) J.J.Wood & Ormerod,Verified by Kew
343,600329_02,600329,343.jpg,2560,2048,2560_2048,K:MSB-000600329,Sarcanthopsis hansemannii,Sarcanthopsis,hansemannii,,,(Kraenzl.) J.J.Wood & Ormerod,Verified by Kew
344,672696_00,672696,344.jpg,2560,2048,2560_2048,K:MSB-000672696,Polystachya galeata,Polystachya,galeata,,,(Sw.) Rchb.f.,Verified by Kew
345,672696_01,672696,345.jpg,2560,2048,2560_2048,K:MSB-000672696,Polystachya galeata,Polystachya,galeata,,,(Sw.) Rchb.f.,Verified by Kew
346,672696_02,672696,346.jpg,2560,2048,2560_2048,K:MSB-000672696,Polystachya galeata,Polystachya,galeata,,,(Sw.) Rchb.f.,Verified by Kew
347,706162_00,706162,347.jpg,2560,2048,2560_2048,K:MSB-000706162,Isochilus carnosiflorus,Isochilus,carnosiflorus,,,Lindl.,Verified by Kew
348,706162_01,706162,348.jpg,2560,2048,2560_2048,K:MSB-000706162,Isochilus carnosiflorus,Isochilus,carnosiflorus,,,Lindl.,Verified by Kew
